what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1290745152472
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745153275
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745156595
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1290745157633
activated,editor,net.sf.eclipsensis.installoptions,0.9.8,"net.sf.eclipsensis.installoptions.editor.InstallOptionsDesignEditor",1290745161454
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1290745162216
activated,editor,net.sf.eclipsensis.installoptions,0.9.8,"net.sf.eclipsensis.installoptions.editor.InstallOptionsDesignEditor",1290745173005
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1290745173384
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745175194
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745184223
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745201240
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745202692
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745202707
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745202755
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745202770
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745206047
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1290745226540
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745226638
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745227254
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745228533
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745230644
activated,editor,net.sf.eclipsensis.installoptions,0.9.8,"net.sf.eclipsensis.installoptions.editor.InstallOptionsDesignEditor",1290745234361
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1290745234928
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745236075
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745239065
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1290745241577
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745244396
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745249785
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745256070
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745264073
activated,editor,net.sf.eclipsensis.installoptions,0.9.8,"net.sf.eclipsensis.installoptions.editor.InstallOptionsDesignEditor",1290745264125
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1290745266804
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745269536
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745271270
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1290745271540
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745272581
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745275989
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1290745276865
activated,editor,net.sf.eclipsensis.installoptions,0.9.8,"net.sf.eclipsensis.installoptions.editor.InstallOptionsDesignEditor",1290745277583
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1290745277873
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745280587
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745282581
activated,view,org.eclipse.gef,3.6.1.v20100712-1224,"org.eclipse.gef.ui.palette_view",1290745290752
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745294948
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745297920
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745298596
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745314556
activated,editor,net.sf.eclipsensis.installoptions,0.9.8,"net.sf.eclipsensis.installoptions.editor.InstallOptionsDesignEditor",1290745315692
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745328640
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745336528
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1290745347725
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1290745395220
activated,editor,net.sf.eclipsensis.installoptions,0.9.8,"net.sf.eclipsensis.installoptions.editor.InstallOptionsDesignEditor",1290745396904
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1290745402302
activated,editor,net.sf.eclipsensis.installoptions,0.9.8,"net.sf.eclipsensis.installoptions.editor.InstallOptionsDesignEditor",1290745405955
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745406867
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745408329
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745408346
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745408388
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745408402
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290745413214
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1290745415901
activated,editor,net.sf.eclipsensis.installoptions,0.9.8,"net.sf.eclipsensis.installoptions.editor.InstallOptionsDesignEditor",1290745431333
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1290745433727
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1290745434878
activated,view,org.eclipse.gef,3.6.1.v20100712-1224,"org.eclipse.gef.ui.palette_view",1290745435741
activated,editor,net.sf.eclipsensis.installoptions,0.9.8,"net.sf.eclipsensis.installoptions.editor.InstallOptionsDesignEditor",1290745436690
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1290745447260
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1290745447913
activated,editor,net.sf.eclipsensis.installoptions,0.9.8,"net.sf.eclipsensis.installoptions.editor.InstallOptionsDesignEditor",1290745450664
